WindDirection,Radius,Vector3D,TotalAreaBurned,TotalAreaBurnedWestOfTheRiver
SE,3,{-1 -1 -1},0.000244140625,0
SE,3,{-1 -1 -1},0.000244140625,0
SE,3,{-1 -1 -1},0.000244140625,0
SE,3,{-1 -1 -1},0.000244140625,0
SE,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.001953125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.0009765625,0
S,3,{-1 -1 -1},0.000732421875,0
S,3,{-1 -1 -1},0.0009765625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.001220703125,0
S,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.0009765625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.001708984375,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.00146484375,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000732421875,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000732421875,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.0009765625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000732421875,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000732421875,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.0009765625,0
S,3,{-1 -1 -1},0.001220703125,0
S,3,{-1 -1 -1},0.000732421875,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.002197265625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.001708984375,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.0009765625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000732421875,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.0009765625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.00146484375,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000732421875,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.002197265625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.001220703125,0
S,3,{-1 -1 -1},0.001220703125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.001220703125,0
S,3,{-1 -1 -1},0.000244140625,0
S,3,{-1 -1 -1},0.00048828125,0
S,3,{-1 -1 -1},0.000732421875,0
S,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.0009765625,0
SW,3,{-1 -1 -1},0.00244140625,0
SW,3,{-1 -1 -1},0.00341796875,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.0029296875,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.001220703125,0
SW,3,{-1 -1 -1},0.001708984375,0
SW,3,{-1 -1 -1},0.001708984375,0
SW,3,{-1 -1 -1},0.0029296875,0
SW,3,{-1 -1 -1},0.000732421875,0
SW,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.0009765625,0
SW,3,{-1 -1 -1},0.001708984375,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.000732421875,0
SW,3,{-1 -1 -1},0.000732421875,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.001953125,0
SW,3,{-1 -1 -1},0.002197265625,0
SW,3,{-1 -1 -1},0.000732421875,0
SW,3,{-1 -1 -1},0.001220703125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{43 52 31},0.00341796875,0.000244140625
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.002685546875,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.0009765625,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.001220703125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.001708984375,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.001953125,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.005615234375,0
SW,3,{-1 -1 -1},0.001708984375,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.001708984375,0
SW,3,{-1 -1 -1},0.00244140625,0
SW,3,{-1 -1 -1},0.000732421875,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.001220703125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.000732421875,0
SW,3,{-1 -1 -1},0.003173828125,0
SW,3,{-1 -1 -1},0.001708984375,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.0029296875,0
SW,3,{-1 -1 -1},0.0009765625,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.001953125,0
SW,3,{-1 -1 -1},0.002685546875,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.001708984375,0
SW,3,{-1 -1 -1},0.0009765625,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.002685546875,0
SW,3,{-1 -1 -1},0.0009765625,0
SW,3,{-1 -1 -1},0.0029296875,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.002197265625,0
SW,3,{-1 -1 -1},0.0048828125,0
SW,3,{-1 -1 -1},0.003173828125,0
SW,3,{-1 -1 -1},0.005859375,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.001220703125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.001220703125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.001220703125,0
SW,3,{-1 -1 -1},0.000244140625,0
SW,3,{-1 -1 -1},0.001220703125,0
SW,3,{-1 -1 -1},0.00244140625,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.005615234375,0
SW,3,{-1 -1 -1},0.002197265625,0
SW,3,{-1 -1 -1},0.00048828125,0
SW,3,{-1 -1 -1},0.00341796875,0
SW,3,{-1 -1 -1},0.001220703125,0
SW,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.00146484375,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000732421875,0
NW,3,{-1 -1 -1},0.006103515625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.001953125,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.0009765625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.001220703125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.00146484375,0
W,3,{-1 -1 -1},0.001708984375,0
W,3,{-1 -1 -1},0.00146484375,0
W,3,{-1 -1 -1},0.00146484375,0
W,3,{-1 -1 -1},0.00146484375,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.001708984375,0
W,3,{-1 -1 -1},0.001220703125,0
W,3,{-1 -1 -1},0.001953125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.002685546875,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.002197265625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.001220703125,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.001708984375,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.002197265625,0
W,3,{-1 -1 -1},0.001953125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.001953125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.0009765625,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.00146484375,0
W,3,{-1 -1 -1},0.001953125,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.001708984375,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.00048828125,0
W,3,{-1 -1 -1},0.0029296875,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.00146484375,0
W,3,{-1 -1 -1},0.00146484375,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000732421875,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
W,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.003173828125,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.0029296875,0
NW,3,{-1 -1 -1},0.00048828125,0
NW,3,{28 15 31},0.01318359375,0.001708984375
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{45 17 31},0.006103515625,0.0009765625
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{41 18 31},0.00634765625,0.000244140625
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.0009765625,0
NW,3,{-1 -1 -1},0.001220703125,0
NW,3,{-1 -1 -1},0.00048828125,0
NW,3,{-1 -1 -1},0.0029296875,0
NW,3,{40 20 30},0.005859375,0.000732421875
NW,3,{-1 -1 -1},0.0048828125,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.000732421875,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.001220703125,0
NW,3,{46 12 31},0.014892578125,0.000244140625
NW,3,{42 19 31},0.01025390625,0.000244140625
NW,3,{-1 -1 -1},0.000732421875,0
NW,3,{-1 -1 -1},0.004638671875,0
NW,3,{-1 -1 -1},0.0009765625,0
NW,3,{-1 -1 -1},0.003173828125,0
NW,3,{-1 -1 -1},0.005615234375,0
NW,3,{-1 -1 -1},0.00390625,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.002197265625,0
NW,3,{35 19 30},0.01318359375,0.001220703125
NW,3,{34 18 30},0.007080078125,0.0009765625
NW,3,{-1 -1 -1},0.00634765625,0
NW,3,{-1 -1 -1},0.001220703125,0
NW,3,{-1 -1 -1},0.001953125,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.001220703125,0
NW,3,{-1 -1 -1},0.000732421875,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{39 20 31},0.008056640625,0.000732421875
NW,3,{-1 -1 -1},0.011474609375,0
NW,3,{-1 -1 -1},0.00341796875,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.001220703125,0
NW,3,{-1 -1 -1},0.00048828125,0
NW,3,{-1 -1 -1},0.0009765625,0
NW,3,{39 16 31},0.0107421875,0.001220703125
NW,3,{-1 -1 -1},0.008544921875,0
NW,3,{-1 -1 -1},0.000732421875,0
NW,3,{-1 -1 -1},0.0009765625,0
NW,3,{-1 -1 -1},0.001220703125,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.0029296875,0
NW,3,{-1 -1 -1},0.002685546875,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.0048828125,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{41 15 30},0.018310546875,0.001708984375
NW,3,{-1 -1 -1},0.002685546875,0
NW,3,{30 22 31},0.015869140625,0.002197265625
NW,3,{-1 -1 -1},0.00439453125,0
NW,3,{-1 -1 -1},0.001220703125,0
NW,3,{-1 -1 -1},0.00048828125,0
NW,3,{-1 -1 -1},0.0029296875,0
NW,3,{-1 -1 -1},0.01025390625,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.00390625,0
NW,3,{39 21 31},0.010009765625,0.000732421875
NW,3,{30 17 31},0.011474609375,0.003173828125
NW,3,{-1 -1 -1},0.00390625,0
NW,3,{-1 -1 -1},0.006103515625,0
NW,3,{-1 -1 -1},0.006103515625,0
NW,3,{41 12 31},0.012939453125,0.002197265625
NW,3,{42 17 31},0.0146484375,0.00146484375
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.00048828125,0
NW,3,{-1 -1 -1},0.01025390625,0
NW,3,{-1 -1 -1},0.002685546875,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.00048828125,0
NW,3,{-1 -1 -1},0.000732421875,0
NW,3,{41 13 31},0.0107421875,0.001220703125
NW,3,{-1 -1 -1},0.005615234375,0
NW,3,{-1 -1 -1},0.00048828125,0
NW,3,{-1 -1 -1},0.003662109375,0
NW,3,{-1 -1 -1},0.002197265625,0
NW,3,{-1 -1 -1},0.000244140625,0
NW,3,{-1 -1 -1},0.00244140625,0
NW,3,{38 23 31},0.01025390625,0.00048828125
NW,3,{-1 -1 -1},0.00146484375,0
NW,3,{-1 -1 -1},0.004150390625,0
NW,3,{-1 -1 -1},0.005615234375,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.001708984375,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.001708984375,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.001220703125,0
NE,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.00244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.0009765625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.0009765625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.0009765625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.0009765625,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.001708984375,0
N,4,{-1 -1 -1},0.00341796875,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.002197265625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.00341796875,0
N,4,{-1 -1 -1},0.001220703125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.001953125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.00146484375,0
N,4,{-1 -1 -1},0.001220703125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.0009765625,0
N,4,{-1 -1 -1},0.001220703125,0
N,4,{-1 -1 -1},0.0009765625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.00146484375,0
N,4,{-1 -1 -1},0.001220703125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.001953125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.0009765625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.001220703125,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.000732421875,0
N,4,{-1 -1 -1},0.001220703125,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.0009765625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.00048828125,0
N,4,{-1 -1 -1},0.000244140625,0
N,4,{-1 -1 -1},0.00048828125,0
NE,4,{-1 -1 -1},0.005859375,0
NE,4,{-1 -1 -1},0.0009765625,0
NE,4,{-1 -1 -1},0.001708984375,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.003173828125,0
NE,4,{-1 -1 -1},0.002685546875,0
NE,4,{-1 -1 -1},0.00146484375,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.001708984375,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.004638671875,0
NE,4,{-1 -1 -1},0.001708984375,0
E,4,{-1 -1 -1},0.0009765625,0
NE,4,{-1 -1 -1},0.003662109375,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.006103515625,0
NE,4,{-1 -1 -1},0.0048828125,0
NE,4,{-1 -1 -1},0.002197265625,0
NE,4,{-1 -1 -1},0.0009765625,0
NE,4,{-1 -1 -1},0.00048828125,0
NE,4,{-1 -1 -1},0.002197265625,0
NE,4,{-1 -1 -1},0.001708984375,0
NE,4,{-1 -1 -1},0.00439453125,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000732421875,0
NE,4,{-1 -1 -1},0.000732421875,0
NE,4,{-1 -1 -1},0.001708984375,0
NE,4,{-1 -1 -1},0.002197265625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.00244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.0029296875,0
NE,4,{-1 -1 -1},0.001953125,0
NE,4,{-1 -1 -1},0.003173828125,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.001220703125,0
NE,4,{-1 -1 -1},0.0009765625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.00244140625,0
NE,4,{-1 -1 -1},0.005615234375,0
NE,4,{-1 -1 -1},0.00244140625,0
NE,4,{-1 -1 -1},0.00732421875,0
NE,4,{-1 -1 -1},0.002197265625,0
NE,4,{-1 -1 -1},0.001953125,0
NE,4,{-1 -1 -1},0.0009765625,0
NE,4,{-1 -1 -1},0.00048828125,0
NE,4,{-1 -1 -1},0.00048828125,0
NE,4,{-1 -1 -1},0.00048828125,0
NE,4,{-1 -1 -1},0.002197265625,0
NE,4,{-1 -1 -1},0.00146484375,0
NE,4,{-1 -1 -1},0.0009765625,0
NE,4,{-1 -1 -1},0.004638671875,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.0009765625,0
NE,4,{-1 -1 -1},0.0009765625,0
NE,4,{-1 -1 -1},0.000732421875,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.00634765625,0
NE,4,{-1 -1 -1},0.002685546875,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.001708984375,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000732421875,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.000732421875,0
NE,4,{-1 -1 -1},0.002685546875,0
NE,4,{-1 -1 -1},0.002197265625,0
NE,4,{-1 -1 -1},0.00048828125,0
NE,4,{-1 -1 -1},0.0029296875,0
NE,4,{-1 -1 -1},0.0009765625,0
NE,4,{-1 -1 -1},0.000244140625,0
NE,4,{-1 -1 -1},0.001708984375,0
NE,4,{-1 -1 -1},0.00341796875,0
NE,4,{-1 -1 -1},0.0029296875,0
NE,4,{-1 -1 -1},0.00048828125,0
NE,4,{-1 -1 -1},0.002197265625,0
NE,4,{-1 -1 -1},0.000244140625,0
