Best Fitness,Average Fitness,Worst Fitness,Standard Deviation,Best Parameters
0.0,0.039298951625823975,0.7859790325164795,0.17130015872406015,(0.41368986400797736|0.8048633055393059|0.9761762317265572|0.07534973159016523|0.05687142589975225|0.37897595236462|0.9346117269377073)
0.0,0.06287832260131836,0.7859790325164795,0.21323076633377244,(0.33927553409281364|0.0775019359335899|0.7479583890203181|0.9959941174150804|0.32626678394559894|0.28013226911074507|0.9325889051418896)
0.0,0.1493360161781311,0.7859790325164795,0.30834028570330846,(0.0689745381976572|0.1861103666528251|0.6642544289597552|0.20516804003695732|0.9183980997480633|0.9089107284464999|0.9266476439739477)
0.0,0.2750926613807678,0.7859790325164795,0.374888105304617,(0.4724878331576431|0.13439812774000803|0.337331061387491|0.001404502076083558|0.30703980805569353|0.7829758505191898|0.46017592792177764)
0.0,0.4087090969085693,0.7859790325164795,0.3926749987878817,(0.24966151433643202|0.31782106773337626|0.3825565084312851|0.16917358582644204|0.5435003767672802|0.833105707379076|0.2870423233524507)
0.0,0.6445028066635132,0.7859790325164795,0.30196328359321734,(0.6988242447266343|0.5604837339112579|0.6428589386876838|0.8766811130544062|0.7154837356781906|0.13510426379282914|0.0976684138446291)
0.0,0.7781192421913147,0.7859790325164795,0.07820392631831126,(0.8679586790862208|0.24697182993551936|0.8309577522865941|0.14011468700379526|0.18436551436851334|0.8355858496215289|0.6572403440964739)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.4724878331576431|0.13439812774000803|0.337331061387491|0.001404502076083558|0.30703980805569353|0.7829758505191898|0.46017592792177764)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.4724878331576431|0.13439812774000803|0.337331061387491|0.001404502076083558|0.30703980805569353|0.7829758505191898|0.46017592792177764)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.8679586790862208|0.24697182993551936|0.8309577522865941|0.14011468700379526|0.18436551436851334|0.8355858496215289|0.6572403440964739)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.8679586790862208|0.24697182993551936|0.8309577522865941|0.14011468700379526|0.18436551436851334|0.8355858496215289|0.6572403440964739)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.8679586790862208|0.24697182993551936|0.8309577522865941|0.14011468700379526|0.18436551436851334|0.8355858496215289|0.6572403440964739)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.8679586790862208|0.24697182993551936|0.8309577522865941|0.14011468700379526|0.18436551436851334|0.8355858496215289|0.6572403440964739)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.4724878331576431|0.13439812774000803|0.337331061387491|0.001404502076083558|0.30703980805569353|0.7829758505191898|0.46017592792177764)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.4724878331576431|0.13439812774000803|0.337331061387491|0.001404502076083558|0.30703980805569353|0.7829758505191898|0.46017592792177764)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.8679586790862208|0.24697182993551936|0.8309577522865941|0.14011468700379526|0.18436551436851334|0.8355858496215289|0.6572403440964739)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.4724878331576431|0.13439812774000803|0.337331061387491|0.001404502076083558|0.30703980805569353|0.7829758505191898|0.46017592792177764)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.4724878331576431|0.13439812774000803|0.337331061387491|0.001404502076083558|0.30703980805569353|0.7829758505191898|0.46017592792177764)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.4724878331576431|0.13439812774000803|0.337331061387491|0.001404502076083558|0.30703980805569353|0.7829758505191898|0.46017592792177764)
0.7859790325164795,0.7859790325164795,0.7859790325164795,0.0,(0.8679586790862208|0.24697182993551936|0.8309577522865941|0.14011468700379526|0.18436551436851334|0.8355858496215289|0.6572403440964739)
