Best Fitness,Average Fitness,Worst Fitness,Standard Deviation,Best Parameters
0.8178490996360779,0.13630818327267966,0.8178490996360779,0.30479436368721147,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.19083145658175152,0.8178490996360779,0.34591139057064,(0.17720211290861632|0.6896000463428849|0.6155680229012693|0.3833508131113378|0.8138734883835461|0.6767484866024877|0.38284819770875644)
0.8178490996360779,0.24535472989082335,0.8178490996360779,0.37478554061338076,(0.17720211290861632|0.6896000463428849|0.6155680229012693|0.3833508131113378|0.8138734883835461|0.6767484866024877|0.38284819770875644)
0.8178490996360779,0.4634478231271108,0.8178490996360779,0.40527336467074915,(0.06657325307610362|0.6137271007844002|0.7524007547896734|0.22314556129854113|0.08621726766297677|0.19456073476800861|0.13954817953206444)
0.8178490996360779,0.7088025530179342,0.8178490996360779,0.27801523454791005,(0.029813742912611296|0.7890288310309225|0.22342804230718627|0.49335880320686143|0.7418145364432069|0.8708710808689224|0.2358165669438107)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.06657325307610362|0.6137271007844002|0.7524007547896734|0.22314556129854113|0.08621726766297677|0.19456073476800861|0.13954817953206444)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.06657325307610362|0.6137271007844002|0.7524007547896734|0.22314556129854113|0.08621726766297677|0.19456073476800861|0.13954817953206444)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.06657325307610362|0.6137271007844002|0.7524007547896734|0.22314556129854113|0.08621726766297677|0.19456073476800861|0.13954817953206444)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.06657325307610362|0.6137271007844002|0.7524007547896734|0.22314556129854113|0.08621726766297677|0.19456073476800861|0.13954817953206444)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.02132884746646546|0.11489034658910047|0.7680754272131822|0.0021887859003802967|0.13676831223963282|0.7430590236417494|0.45526362098576145)
0.8178490996360779,0.8178490996360779,0.8178490996360779,0.0,(0.06657325307610362|0.6137271007844002|0.7524007547896734|0.22314556129854113|0.08621726766297677|0.19456073476800861|0.13954817953206444)
